content,score,thumbsUpCount,cleaned_content,sentiment_label,word_count,review_date
"Bagus banget aplikasinya,disini kita bisa dengerin lagu sepuasnya,bisa dengerin sambil main game,sambil chattingan,pokonya puas banget bisa dengerin lagu disini, lagu-lagu yang terbaru juga ada,bagus banget, gabakalan nyesek deh,buruan download,😙",5,527,bagus banget aplikasinyadisini kita bisa dengerin lagu sepuasnyabisa dengerin sambil main gamesambil chattinganpokonya puas banget bisa dengerin lagu disini lagulagu yang terbaru juga adabagus banget gabakalan nyesek dehburuan download,negative,29,
"Menurut aku aplikasi ini bagus sihh, karena banyak lagu yang kurang tau trus ada disini. Sama podcastnya jugaa keren bisa memotivasi aku jadi lebih baik lagi",5,0,menurut aku aplikasi ini bagus sihh karena banyak lagu yang kurang tau trus ada disini sama podcastnya jugaa keren bisa memotivasi aku jadi lebih baik lagi,negative,26,
"Keren sih apknya, beda kaya sebelah makin kesini makin banyak iklan, Nyecroll aja ada batasan nya, mau liat lirik harus premium, mencet apa yg keluar apa lagunya, jangan pernah berubah ya spotify, kalo beli premium ke spotify pasti ga bakal nyesel <3",5,2,keren sih apknya beda kaya sebelah semakin kesini semakin banyak iklan nyecroll saja ada batasan nya mau liat lirik harus premium mencet apa yang keluar apa lagunya jangan pernah berubah ya spotify kalo beli premium ke spotify pasti tidak bakal nyesel,negative,41,
Bagus banget bisa dengerin musik sepuas hati apalagi saat dijalan. Apalagi dimode premium bisa dengerin tanpa bingung sinyal dan bisa lewatin lagu plus bebas iklan Recommend banget buat semua,5,4,bagus banget bisa dengerin musik sepuas hati apalagi saat dijalan apalagi dimode premium bisa dengerin tanpa bingung sinyal dan bisa lewatin lagu plus bebas iklan recommend banget buat semua,negative,29,
"aplikasi yang bagus, yang slalu ngingetin aku tentang kamu karena di aplikasi ini, kamu buatin aku playlist yang suuuperrrr duperr lucuuu, yang kamu buat dengan penuh effort yang lagu nya urut dari abjad A-Z, i love u so much, makasi ya uda bikin aku bahagia dengan hal"" kecil dari aplikasi ini🤍🤍",5,0,aplikasi yang bagus yang slalu ngingetin aku tentang kamu karena di aplikasi ini kamu buatin aku playlist yang suuuperrrr duperr lucuuu yang kamu buat dengan penuh effort yang lagu nya urut dari abjad az i love u so much makasi ya uda bikin aku bahagia dengan hal kecil dari aplikasi ini,negative,51,
"aplikasinya bgus ,, tpi gk bsa di download ,, gmna caranya ?? klo bsa di download kan akn mnjadi aplikasi yg baik dan sempurna,, tolong ditngkat kan lgi agar mudah untuk di instal lagunya🙂",5,0,aplikasinya bgus tpi gk bsa di download gmna caranya klo bsa di download kan akn mnjadi aplikasi yang baik dan sempurna tolong ditngkat kan lgi agar mudah untuk di instal lagunya,negative,31,
"masalah jaringan(padahal aplikasi lain lancar lancar aja), dan ada lagu yang ga ada liriknya setelah update ke yang b versi saat ini, kalau ga ada perubahan akan berhenti langganan",5,2,masalah jaringanpadahal aplikasi lain lancar lancar saja dan ada lagu yang tidak ada liriknya setelah update ke yang b versi saat ini kalau tidak ada perubahan akan berhenti langganan,positive,29,
Menurut saya aplikasi ini sangat bagus ketimbang aplikasi sebelah . Cuman untuk menikmati fitur nya harus premium. Bagi yg bilang aplikasi ini jelek coba aja langganan premium ntar bakalan keliatan kok bagus nya ni aplikasi,5,25,menurut saya aplikasi ini sangat bagus ketimbang aplikasi sebelah cuman untuk menikmati fitur nya harus premium bagi yang bilang aplikasi ini jelek coba saja langganan premium ntar bakalan keliatan kok bagus nya ni aplikasi,negative,34,
"Stop pembajakan! 🖐 Ini aplikasi lengkap buat dengerin musik meski berbayar. 😊 Yah udah sepantasnyalah berbayar toh gantiin kaset. Itu yg bilang mending nggak usah bayar buat premium bisa aja sih, yg penting kalian sanggup bayarin musisinya! 😅",5,121,stop pembajakan ini aplikasi lengkap buat dengerin musik meski berbayar yah udah sepantasnyalah berbayar toh gantiin kaset itu yang bilang mending tidak usah bayar buat premium bisa saja sih yang penting kalian sanggup bayarin musisinya,negative,35,
"Kalo buat anak kecil seperti saya yang suka mendengarkan lagu lalu tidur ya apk ini sdh sngt bguss,,fitur"" ya lumayan lah walau kadang pas saya bangun lagu nya sdh mati sndiri,,,,,,,,,,,eh ternyata di matiin emak🥱🗿",5,0,kalo buat anak kecil seperti saya yang suka mendengarkan lagu lalu tidur ya apk ini sdh sngt bgussfitur ya lumayan lah walau kadang pas saya bangun lagu nya sdh mati sndirieh ternyata di matiin emak,negative,35,
Aplikasi sportify agar lebih meningkatkan lagi kualitas musik dan lagu pilihan agar para penikmat musik lainnya lebih merasakan kepuasan yang lebih ekstra fantastis,5,1,aplikasi sportify agar lebih meningkatkan lagi kualitas musik dan lagu pilihan agar para penikmat musik lainnya lebih merasakan kepuasan yang lebih ekstra fantastis,negative,23,
"makin kesini makin bagus tapi ada jeleknya juga, kalau ganti lagu jadi susah, tapi bagusnya kita bisa full dengerin lagu yang ada di playlist kita jadi gak ke lagu random",5,9,semakin kesini semakin bagus tapi ada jeleknya juga kalau ganti lagu jadi susah tapi bagusnya kita bisa full dengerin lagu yang ada di playlist kita jadi tidak ke lagu random,negative,30,
"Spotify is the best! Kalau kesal krn gk bisa puter music or krn banyak iklan, spotify bayar royalti ke artis/musisinya jadi kalau yg gk premium jgn ngeluncang! Kalau spotify tdk ada premium dr mana bayar royalti ke penyanyi/musisinya! Kalau mau menikmatin karya kudu bayar ke toilet aja skrg bayar bro",5,234,spotify is the best kalau kesal krn gk bisa puter music or krn banyak iklan spotify bayar royalti ke artismusisinya jadi kalau yang gk premium jgn ngeluncang kalau spotify tdk ada premium dari mana bayar royalti ke penyanyimusisinya kalau mau menikmatin karya kudu bayar ke toilet saja skrg bayar bro,positive,50,
"Kesan pertama nyoba sudah pengen yg premium dan setelah upgrade premium,,,waauuu telinga dan waktu sangat dimanjakan sekali. Terima kasih Spotify,,,pakai yg premium gak bakalan nyesel boys and girl",5,124,kesan pertama nyoba sudah pengen yang premium dan setelah upgrade premiumwaauuu telinga dan waktu sangat dimanjakan sekali terima kasih spotifypakai yang premium tidak bakalan nyesel boys and girl,negative,28,
"Aku suka apk nya 😗meski, gtu, keseringan aku buka terus apk ny gak ak tutup2 suka banget dah aku,,,, buat yg blm download aku saranin download deh😁,,,,,,,,, apaan liat kebawah emang apk nya bagus kok 😂,,,,,,,,, dahlah ayok buruan download ☺",5,0,aku suka apk nya meski gtu keseringan aku buka terus apk ny tidak ak tutup suka banget sudah aku buat yang blm download aku saranin download deh apaan liat kebawah emang apk nya bagus kok dahlah ayok buruan download,negative,39,
"suka, smua lagu ada, lengkap!❤ yang bilang gajelas, cuman cuplikan atau putar acak, ya makannya berlangganan premium. gausah bacot sana sini. mau yg bagus tapi ga modal wkwk. malah marah marah ga jelas, dasar aneh",5,0,suka smua lagu ada lengkap yang bilang gajelas cuman cuplikan atau putar acak ya makannya berlangganan premium gausah bacot sana sini mau yang bagus tapi tidak modal wkwk malah marah marah tidak jelas dasar aneh,positive,35,
"Bagus, tapi kaya ada something yang kurang. Mungkin kalo yang didownload bisa di pilih per lagu, itu lbih hemat kuota.",5,6,bagus tapi kaya ada something yang kurang mungkin kalo yang didownload bisa di pilih per lagu itu lbih hemat kuota,negative,20,
"Aku suka banget aplikasi Spotify ini di banding aplikasi pemutar musik yg lain, tapi sayangnya buat karaoke di sini belum mendukung, semoga kedepannya udah bisa buat karaokean yaa ♥️",5,99,aku suka banget aplikasi spotify ini di banding aplikasi pemutar musik yang lain tapi sayangnya buat karaoke di sini belum mendukung semoga kedepannya udah bisa buat karaokean yaa,negative,28,
"Cukup menarik tapi iklan sangat menganggu di saat pemutaran lagu Saya harap untuk di perbaikin lagi atau di kurangin iklan nya Lagu"" nya lumayan lengkap Bagus untuk penikmat Tapi lagu"" islami nya saya harap untuk di perbanyak lagi Biar lebih bermanfaat lagi Selain dengan lagu"" ke kinian sekarang",5,6,cukup menarik tapi iklan sangat menganggu di saat pemutaran lagu saya harap untuk di perbaikin lagi atau di kurangin iklan nya lagu nya lumayan lengkap bagus untuk penikmat tapi lagu islami nya saya harap untuk di perbanyak lagi biar lebih bermanfaat lagi selain dengan lagu ke kinian sekarang,negative,48,
Lagu² yg dikoleksi cukup menarik dan bisa di bawa ke layar handphone yg di depan atau pun ke app yg lain gitu aja sihh menurutku udah ya terimakasih,5,0,lagu yang dikoleksi cukup menarik dan bisa di bawa ke layar handphone yang di depan atau pun ke app yang lain gitu saja sihh menurutku udah ya terimakasih,negative,28,
"bagus bgt, walaupun banyak iklan dan gabisa langsung denger musik nya , gapapa si buat yg bilang banyak iklan ama gabisa skip lagu ya beli yg premium.",5,10,bagus banget walaupun banyak iklan dan gabisa langsung denger musik nya gapapa si buat yang bilang banyak iklan ama gabisa skip lagu ya beli yang premium,negative,26,
Mantap bang apknya gw udah satu Minggu lebih pake apk nya gak berbau iklan(mungkin nanti hehe) tapi bang entah hp gw yang ga suport atau apk nya soalnya pas mau dengerin lagu sambil main ml ehh tiba tiba hilang tapi setelah di ulang lagi Alhamdulillah bisa emm makasih bang udh nyediain apk musik seperti ini,5,2,mantap bang apknya gw udah satu minggu lebih pake apk nya tidak berbau iklanmungkin nanti hehe tapi bang entah hp gw yang tidak suport atau apk nya soalnya pas mau dengerin lagu sambil main ml ehh tiba tiba hilang tapi setelah di ulang lagi alhamdulillah bisa emm makasih bang sudah nyediain apk musik seperti ini,negative,55,
Bagus enak buat dengerin lagu gratis pula tapi sporty nya banyak iklan 😭 tolong saya player gratisan menangis melihat iklan² yg muncul plis lah kurangin iklan² nya capekkk,5,0,bagus enak buat dengerin lagu gratis pula tapi sporty nya banyak iklan tolong saya player gratisan menangis melihat iklan yang muncul plis lah kurangin iklan nya capekkk,positive,27,
Bagus bagus banget bisa buat aku tidur nyenyak dan aku juga pakai aplikasi ini untuk belajar pagi sampai sore seru banget cara pakainya bisa juga untuk di motor aku taro di kantong nya bahkal aplikasi ini setiap hari aku pakai tidak pernah aplikasi ini aku lupakan,5,1,bagus bagus banget bisa buat aku tidur nyenyak dan aku juga pakai aplikasi ini untuk belajar pagi sampai sore seru banget cara pakainya bisa juga untuk di motor aku taro di kantong nya bahkal aplikasi ini setiap hari aku pakai tidak pernah aplikasi ini aku lupakan,negative,46,
Bagusss aku sukaa jangan berubah ya minn tatap gini tapi aku .....mtidak pake premium Karna daraku habiss nanti rencananya aku bakal daftar premium Karna pasti lebihh banyak fitur lagu lagunya ..........udah thebestt deh pokoknya jangan diubahh yang aneh aneh lagi ya minnn🥰🥰🥰🥰,5,0,bagusss aku sukaa jangan berubah ya minn tatap gini tapi aku mtidak pake premium karna daraku habiss nanti rencananya aku bakal daftar premium karna pasti lebihh banyak fitur lagu lagunya udah thebestt deh pokoknya jangan diubahh yang aneh aneh lagi ya minnn,negative,42,
"Enak, tpi banyak iklan nya..tolong aplikasi ini diperbarui supaya enak dan gak ada iklan nya. Dan equarizer nya diper tambah supaya mantap",5,1,enak tpi banyak iklan nyatolong aplikasi ini diperbarui supaya enak dan tidak ada iklan nya dan equarizer nya diper tambah supaya mantap,negative,22,
"Aplikasi Streaming Musik Terbaik!! Lagu Komplit dan bisa play di beragam perangkat! Ga nyesel udah langganan sejak awal muncul tahun 2016 di Indonesia Pesan buat semua pembaca ulasan Spotify di Google Play : Spotify itu aslinya berbayar ya, kalau kalian bacod gajelas ke developer, bilang aplikasi jelek, banyak iklan? YA KALIAN BAYAR LAH! Masih gaabis pikir buat orang yang ga bisa menghargai Musik dan Artis dengan cara bacod gajelas. Kalau ga mau ada iklan? YA BAYAR Be smart people! Jangan Bego",5,14,aplikasi streaming musik terbaik lagu komplit dan bisa play di beragam perangkat tidak nyesel udah langganan sejak awal muncul tahun di indonesia pesan buat semua pembaca ulasan spotify di google play spotify itu aslinya berbayar ya kalau kalian bacod gajelas ke developer bilang aplikasi jelek banyak iklan ya kalian bayar lah masih gaabis pikir buat orang yang tidak bisa menghargai musik dan artis dengan cara bacod gajelas kalau tidak mau ada iklan ya bayar be smart people jangan bego,positive,79,
"Aplikasi yang sangat bagus, pengoprasian Mudah, Paket Dengan Harga Terjangkau, Musik bisa Diputar dengan resolusi HI-RES , Lagu Bisa Di download Sehingga Dapat diputar Saat Offline,Musik Lengkap , Pokoknya Mantab Cuyy!!!!",5,44,aplikasi yang sangat bagus pengoprasian mudah paket dengan harga terjangkau musik bisa diputar dengan resolusi hires lagu bisa di download sehingga dapat diputar saat offlinemusik lengkap pokoknya mantab cuyy,negative,29,
Buat yang suka sad cobain deh spotify bagus buat menghilangkan rasa bosan di sini banyak lagu lagu yang kalian suka jadi aku kasih bintang lima deh soal nya. Apk nya bagus bangt,5,0,buat yang suka sad cobain deh spotify bagus buat menghilangkan rasa bosan di sini banyak lagu lagu yang kalian suka jadi aku kasih bintang lima deh soal nya apk nya bagus bangt,negative,32,
"Wow bagus sekali ini spotify, spotify ini berguna untuk mendengarkan lagu pilih lagu yang Anda sukai dan click tanta love, pencet love nya sampai warna merah, itu artinya sudah anda simpan lagu nya, bye see in the next day ᐠ( ᐛ )ᐟ",5,0,wow bagus sekali ini spotify spotify ini berguna untuk mendengarkan lagu pilih lagu yang anda sukai dan click tanta love pencet love nya sampai warna merah itu artinya sudah anda simpan lagu nya bye see in the next day,negative,39,
sebenarnya saya suka spotify apalagi spotify pc itu paling perfect. tapi maaf untuk versi hp masih perlu perbaikan. versi pc nyetel lagu gak shuffle tapi yg hp malah shuffel. tetap bagusan joox. kalau premium okelah. ada layanan bayar pakai pulsa walau lebih mahal. plus coba tambahin lirik di spotifynya kurang banyak,5,364,sebenarnya saya suka spotify apalagi spotify pc itu paling perfect tapi maaf untuk versi hp masih perlu perbaikan versi pc nyetel lagu tidak shuffle tapi yang hp malah shuffel tetap bagusan joox kalau premium okelah ada layanan bayar pakai pulsa walau lebih mahal plus coba tambahin lirik di spotifynya kurang banyak,negative,51,
"Aplikasinya sangat memuaskan saya bisa mendengar berbagai macam lagu disini seperti pop, rock dll menyenangkan deh, sambil melakukan aktivitas dengan mendengar lagu menyenangkan banget. Makasih buat spotify.",5,13,aplikasinya sangat memuaskan saya bisa mendengar berbagai macam lagu disini seperti pop rock dll menyenangkan deh sambil melakukan aktivitas dengan mendengar lagu menyenangkan banget makasih buat spotify,negative,27,
"Lumayan bagus, tetapi. Kalau soal iklan, bisa tidak. Iklannya satu satu dulu😓 karena saat iklan biasa nya langsung dua. Dan itu juga biasanya buat kesel. Untuk yang lainnya udah Oke",5,5,lumayan bagus tetapi kalau soal iklan bisa tidak iklannya satu satu dulu karena saat iklan biasa nya langsung dua dan itu juga biasanya buat kesel untuk yang lainnya udah oke,positive,30,
"Apk nya bagus bgt aku suka, lagunya lengkap dan untuk premium harganya murah, untuk developer nya saya saranin untuk kasih fitur² baru nya lagi, ok cuman segitu aja ya. Thanks 🤗👍",5,11,apk nya bagus banget aku suka lagunya lengkap dan untuk premium harganya murah untuk developer nya saya saranin untuk kasih fitur baru nya lagi ok cuman segitu saja ya thanks,negative,30,
